"","X","Illumination","JDate","starttime","endtime","site","NestNumber","Year","nest","Sunrise","Sunset","Illumination.sc","dayofyear.sc","starttime.sc","endtime.sc","starttime.sq","starttime.sqrt","starttime.log","starttime.sqrtsc","Sunrisetime.sc","Sunsettime.sc","FullTime","sunrise_c","sunset_c","moonrise_c","moonset_c","merid_c","nightlength","moonlength","rise_set_later","brightnight"
"13",18,15.4,143,20460,73620,"CA","CA19",2006,19,21180,72840,-1.60849329107796,-0.894760455556098,0.188213812386715,-1.0420196878446,418611600,143.03845636751,9.92622703950562,0.22195479358932,0.902406413503749,0.845997676193991,12375660,12376380,11995800,12367860,12324660,12301920,380580,-43200,"rise",8520
"14",20,15.4,143,20280,73860,"CA","CA197",2006,197,21180,72840,-1.60849329107796,-0.894760455556098,0.117978859719659,-0.983163747766585,411278400,142.407864951343,9.91739045770512,0.151147449964981,0.902406413503749,0.845997676193991,12375480,12376380,11995800,12367860,12324660,12301920,380580,-43200,"rise",8520
"15",21,15.4,143,20520,73260,"CA","CA200",2006,200,21180,72840,-1.60849329107796,-0.894760455556098,0.211625463275733,-1.13030359796162,421070400,143.24803663576,9.9291552992847,0.245487974806845,0.902406413503749,0.845997676193991,12375720,12376380,11995800,12367860,12324660,12301920,380580,-43200,"rise",8520
"16",22,15.4,143,19740,73860,"CA","CA204",2006,204,21180,72840,-1.60849329107796,-0.894760455556098,-0.0927259982815057,-0.983163747766585,389667600,140.499110317468,9.89040231298747,-0.0631812608141288,0.902406413503749,0.845997676193991,12374940,12376380,11995800,12367860,12324660,12301920,380580,-43200,"rise",8520
"17",23,7.8,144,21379,74010,"CA","CA187",2006,187,21180,72840,-1.85275280345472,-0.802488643114798,0.546802265170179,-0.946378785217825,457061641,146.215594243569,9.97016441080041,0.578706705468488,0.902406413503749,0.845997676193991,12462979,12462780,11995800,12455940,12415260,12391200,466980,-40680,"rise",6840
"18",24,7.8,144,20760,73440,"CA","CA19",2006,19,21180,72840,-1.85275280345472,-0.802488643114798,0.305272066831806,-1.08616164290311,430977600,144.083309234623,9.94078333727983,0.339278395055878,0.902406413503749,0.845997676193991,12462360,12462780,11995800,12455940,12415260,12391200,466980,-40680,"rise",6840
"19",25,7.8,144,20280,73680,"CA","CA191",2006,191,21180,72840,-1.85275280345472,-0.802488643114798,0.117978859719659,-1.0273057028251,411278400,142.407864951343,9.91739045770512,0.151147449964981,0.902406413503749,0.845997676193991,12461880,12462780,11995800,12455940,12415260,12391200,466980,-40680,"rise",6840
"20",26,7.8,144,20220,73500,"CA","CA197",2006,197,21180,72840,-1.85275280345472,-0.802488643114798,0.0945672088306411,-1.07144765788361,408848400,142.197046382828,9.91442749257446,0.127475223479526,0.902406413503749,0.845997676193991,12461820,12462780,11995800,12455940,12415260,12391200,466980,-40680,"rise",6840
"21",30,2.7,145,20580,73680,"CA","CA19",2006,19,21120,72900,-2.01666379202333,-0.710216830673498,0.235037114164751,-1.0273057028251,423536400,143.457310723434,9.93207500938804,0.268986775865254,0.873307804098791,0.847626411471141,12548580,12549120,11995800,12544200,12505980,12480600,553320,-38220,"rise",4920
"22",31,2.7,145,20220,74340,"CA","CA191",2006,191,21120,72900,-2.01666379202333,-0.710216830673498,0.0945672088306411,-0.865451867610554,408848400,142.197046382828,9.91442749257446,0.127475223479526,0.873307804098791,0.847626411471141,12548220,12549120,11995800,12544200,12505980,12480600,553320,-38220,"rise",4920
"23",35,0.3,146,20100,74220,"CA","CA191",2006,191,21060,72960,-2.09379837487915,-0.617945018232198,0.0477439070526044,-0.894879837649561,404010000,141.774468787578,9.90847509404717,0.0800251690898597,0.844209194693833,0.84925514674829,12634500,12635460,11995800,12632820,12596760,12570120,639660,-36060,"rise",2640
"24",39,0.7,147,19740,74160,"CA","CA191",2006,191,21060,73020,-2.08094261106985,-0.525673205790898,-0.0927259982815057,-0.909593822669065,389667600,140.499110317468,9.89040231298747,-0.0631812608141288,0.844209194693833,0.850883882025439,12720540,12721860,11995800,12632820,12687480,12659880,726060,54660,"set",89040
"25",40,0.7,147,20820,74040,"CA","CA194",2006,194,21060,73020,-2.08094261106985,-0.525673205790898,0.328683717720825,-0.939021792708073,433472400,144.291371883422,9.94366934216896,0.362641167036604,0.844209194693833,0.850883882025439,12721620,12721860,11995800,12632820,12687480,12659880,726060,54660,"set",89040
"26",41,0.7,147,19920,74460,"CA","CA200",2006,200,21060,73020,-2.08094261106985,-0.525673205790898,-0.0224910456144506,-0.836023897571546,396806400,141.138230115019,9.89947953113859,0.00858371086501786,0.844209194693833,0.850883882025439,12720720,12721860,11995800,12632820,12687480,12659880,726060,54660,"set",89040
"27",42,0.7,147,19684,74716,"CA","CA203",2006,203,21060,73020,-2.08094261106985,-0.525673205790898,-0.114576872444589,-0.773244228154996,387459856,140.299679258365,9.88756140198587,-0.0855748157678705,0.844209194693833,0.850883882025439,12720484,12721860,11995800,12632820,12687480,12659880,726060,54660,"set",89040
"28",44,3.5,148,20040,66840,"CA","CA191",2006,191,21000,73020,-1.99095226440473,-0.433401393349598,0.0243322561635861,-2.70469999504854,401601600,141.562706953491,9.9054855551988,0.0562470259557829,0.815110585288874,0.850883882025439,12807240,12808200,11995800,12721800,12777960,12749700,812400,56160,"set",86400
"29",45,3.5,148,20520,74100,"CA","CA194",2006,194,21000,73020,-1.99095226440473,-0.433401393349598,0.211625463275733,-0.924307807688569,421070400,143.24803663576,9.9291552992847,0.245487974806845,0.815110585288874,0.850883882025439,12807720,12808200,11995800,12721800,12777960,12749700,812400,56160,"set",86400
"30",46,3.5,148,19740,74100,"CA","CA200",2006,200,21000,73020,-1.99095226440473,-0.433401393349598,-0.0927259982815057,-0.924307807688569,389667600,140.499110317468,9.89040231298747,-0.0631812608141288,0.815110585288874,0.850883882025439,12806940,12808200,11995800,12721800,12777960,12749700,812400,56160,"set",86400
"31",48,8.5,149,20340,74340,"CA","CA160",2006,160,21000,73080,-1.83025521678844,-0.341129580908298,0.141390510608678,-0.865451867610554,413715600,142.618371888057,9.92034466960255,0.17478468418834,0.815110585288874,0.852512617302589,12893940,12894600,11995800,12811260,12868020,12839640,898800,56760,"set",83340
"32",49,8.5,149,20700,74460,"CA","CA194",2006,194,21000,73080,-1.83025521678844,-0.341129580908298,0.281860415942788,-0.836023897571546,428490000,143.874945699382,9.93788897925346,0.315881837379419,0.815110585288874,0.852512617302589,12894300,12894600,11995800,12811260,12868020,12839640,898800,56760,"set",83340
"33",50,8.5,149,19920,74280,"CA","CA200",2006,200,21000,73080,-1.83025521678844,-0.341129580908298,-0.0224910456144506,-0.880165852630058,396806400,141.138230115019,9.89947953113859,0.00858371086501786,0.815110585288874,0.852512617302589,12893520,12894600,11995800,12811260,12868020,12839640,898800,56760,"set",83340
"34",56,15.3,150,20160,74400,"CA","CA200",2006,200,21000,73140,-1.61170723203029,-0.248857768466998,0.0711555579416228,-0.85073788259105,406425600,141.985914794391,9.9114557221853,0.103767848864007,0.815110585288874,0.854141352579738,12980160,12981000,11995800,12901140,12957540,12929460,985200,56400,"set",79860
"35",58,23.3,151,20160,73500,"CA","CA19",2006,19,20940,73140,-1.35459195584422,-0.156585956025698,0.0711555579416228,-1.07144765788361,406425600,141.985914794391,9.9114557221853,0.103767848864007,0.786011975883916,0.854141352579738,13066560,13067340,11995800,12991320,13046460,13019100,1071540,55140,"set",76020
"36",59,23.3,151,20220,73740,"CA","CA196",2006,196,20940,73140,-1.35459195584422,-0.156585956025698,0.0945672088306411,-1.01259171780559,408848400,142.197046382828,9.91442749257446,0.127475223479526,0.786011975883916,0.854141352579738,13066620,13067340,11995800,12991320,13046460,13019100,1071540,55140,"set",76020
