"","JDate","Year","unitbox","RFID","X","Dayyearbird","totalTime","Nest","FemaleRFID","MaleRFID","focal","HatchDate","Offset","Sex","JDateSq","treatment","Illumination","Location","HD","HD_Jdate","HDJ","FD","Dayyear","Sc.Year","Sc.DOY","Sc.totalTime","cloud","Sky.Cov.y","moonrise_c","moonset_c","merid_c","sunset_c","sunrise_c","nightlength","moonlength","rise_set_later","brightnight"
"1609",156,2017,"22","0419597D75",5527,"156_2017_0419597D75",55589,"2","0419597D75","041917B6CD","Yes","6/2/17",3,FALSE,24336,"Control",89.5,"Ithaca","2017-06-02",153,153,173,"156_2017",17,-0.783255993131785,0.266221297572646,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1610",156,2017,"22","0419597D75",5527,"156_2017_0419597D75",55589,"2","0419597D75","041917B6CD","Yes","6/2/17",3,FALSE,24336,"Control",89.5,"Ithaca","2017-06-02",153,153,173,"156_2017",17,-0.783255993131785,0.266221297572646,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1611",156,2017,"22","0419597D75",5527,"156_2017_0419597D75",55589,"2","0419597D75","041917B6CD","Yes","6/2/17",3,FALSE,24336,"Control",89.5,"Ithaca","2017-06-02",153,153,173,"156_2017",17,-0.783255993131785,0.266221297572646,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1612",156,2017,"237","04186EC5DA",5463,"156_2017_04186EC5DA",15185,"37","04186EC5DA","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,-3.73192041127296,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1613",156,2017,"237","04186EC5DA",5463,"156_2017_04186EC5DA",15185,"37","04186EC5DA","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,-3.73192041127296,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1614",156,2017,"237","04186EC5DA",5463,"156_2017_04186EC5DA",15185,"37","04186EC5DA","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,-3.73192041127296,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1615",156,2017,"249","0419597C3A",5511,"156_2017_0419597C3A",55158,"49","0419597C3A","041917D61B","Yes","6/4/17",1,FALSE,24336,"Control",89.5,"Ithaca","2017-06-04",155,155,175,"156_2017",17,-0.783255993131785,0.223572077779743,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1616",156,2017,"249","0419597C3A",5511,"156_2017_0419597C3A",55158,"49","0419597C3A","041917D61B","Yes","6/4/17",1,FALSE,24336,"Control",89.5,"Ithaca","2017-06-04",155,155,175,"156_2017",17,-0.783255993131785,0.223572077779743,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1617",156,2017,"249","0419597C3A",5511,"156_2017_0419597C3A",55158,"49","0419597C3A","041917D61B","Yes","6/4/17",1,FALSE,24336,"Control",89.5,"Ithaca","2017-06-04",155,155,175,"156_2017",17,-0.783255993131785,0.223572077779743,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1618",156,2017,"277","0418946F4E",5471,"156_2017_0418946F4E",56600,"77","0418946F4E","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,0.36626389898941,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1619",156,2017,"277","0418946F4E",5471,"156_2017_0418946F4E",56600,"77","0418946F4E","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,0.36626389898941,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1620",156,2017,"277","0418946F4E",5471,"156_2017_0418946F4E",56600,"77","0418946F4E","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,0.36626389898941,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1621",156,2017,"286","04195980AA",5535,"156_2017_04195980AA",55668,"86","04195980AA","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,0.274038671966241,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1622",156,2017,"286","04195980AA",5535,"156_2017_04195980AA",55668,"86","04195980AA","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,0.274038671966241,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1623",156,2017,"286","04195980AA",5535,"156_2017_04195980AA",55668,"86","04195980AA","#N/A","Yes","5/30/17",6,FALSE,24336,"Control",89.5,"Ithaca","2017-05-30",150,150,170,"156_2017",17,-0.783255993131785,0.274038671966241,0.8125,0.8125,13449600,13491360,13470720,13466280,13498140,31860,41760,"set",25080
"1624",156,2018,"117","04198E04BA",5617,"156_2018_04198E04BA",51753,"17","04198E04BA","04198E1028","Yes","6/3/18",2,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-03",154,154,174,"156_2018",18,-0.783255993131785,-0.113366653994816,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1625",156,2018,"117","04198E04BA",5617,"156_2018_04198E04BA",51753,"17","04198E04BA","04198E1028","Yes","6/3/18",2,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-03",154,154,174,"156_2018",18,-0.783255993131785,-0.113366653994816,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1626",156,2018,"185","0419597D7E",5597,"156_2018_0419597D7E",55513,"85","0419597D7E","041917B329","Yes","6/4/18",1,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-04",155,155,175,"156_2018",18,-0.783255993131785,0.258700785497796,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1627",156,2018,"185","0419597D7E",5597,"156_2018_0419597D7E",55513,"85","0419597D7E","041917B329","Yes","6/4/18",1,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-04",155,155,175,"156_2018",18,-0.783255993131785,0.258700785497796,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1628",156,2018,"191","04198E3A62",5677,"156_2018_04198E3A62",56345,"91","04198E3A62","04195A627D","Yes","6/1/18",4,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-01",152,152,172,"156_2018",18,-0.783255993131785,0.341030601896161,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1629",156,2018,"191","04198E3A62",5677,"156_2018_04198E3A62",56345,"91","04198E3A62","04195A627D","Yes","6/1/18",4,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-01",152,152,172,"156_2018",18,-0.783255993131785,0.341030601896161,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1630",156,2018,"2102","04198E1D95",5647,"156_2018_04198E1D95",55396,"102","04198E1D95","04198E7952","Yes","6/3/18",2,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-03",154,154,174,"156_2018",18,-0.783255993131785,0.247123155066776,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1631",156,2018,"2102","04198E1D95",5647,"156_2018_04198E1D95",55396,"102","04198E1D95","04198E7952","Yes","6/3/18",2,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-03",154,154,174,"156_2018",18,-0.783255993131785,0.247123155066776,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1632",156,2018,"2103","04198E0008",5607,"156_2018_04198E0008",54271,"103","04198E0008","04198EAB87","Yes","5/31/18",5,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-31",151,151,171,"156_2018",18,-0.783255993131785,0.135799785537736,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1633",156,2018,"2103","04198E0008",5607,"156_2018_04198E0008",54271,"103","04198E0008","04198EAB87","Yes","5/31/18",5,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-31",151,151,171,"156_2018",18,-0.783255993131785,0.135799785537736,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1634",156,2018,"2109","04195973B5",5587,"156_2018_04195973B5",55094,"109","04195973B5","04198E4E18","Yes","5/29/18",7,FALSE,24336,"Control_Predator",63,"Ithaca","2018-05-29",149,149,169,"156_2018",18,-0.783255993131785,0.217239014979869,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1635",156,2018,"2109","04195973B5",5587,"156_2018_04195973B5",55094,"109","04195973B5","04198E4E18","Yes","5/29/18",7,FALSE,24336,"Control_Predator",63,"Ithaca","2018-05-29",149,149,169,"156_2018",18,-0.783255993131785,0.217239014979869,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1636",156,2018,"2121","04198E7BAF",5737,"156_2018_04198E7BAF",56297,"121","04198E7BAF","041917A152","Yes","6/3/18",2,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-03",154,154,174,"156_2018",18,-0.783255993131785,0.336280804796255,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1637",156,2018,"2121","04198E7BAF",5737,"156_2018_04198E7BAF",56297,"121","04198E7BAF","041917A152","Yes","6/3/18",2,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-03",154,154,174,"156_2018",18,-0.783255993131785,0.336280804796255,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1638",156,2018,"218","04198E69FD",5717,"156_2018_04198E69FD",55643,"18","04198E69FD","04198EAA7E","Yes","6/2/18",3,FALSE,24336,"Control_Stress",63,"Ithaca","2018-06-02",153,153,173,"156_2018",18,-0.783255993131785,0.27156481931004,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1639",156,2018,"218","04198E69FD",5717,"156_2018_04198E69FD",55643,"18","04198E69FD","04198EAA7E","Yes","6/2/18",3,FALSE,24336,"Control_Stress",63,"Ithaca","2018-06-02",153,153,173,"156_2018",18,-0.783255993131785,0.27156481931004,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1640",156,2018,"22","04198EA35C",5757,"156_2018_04198EA35C",54759,"2","04198EA35C","04198E700D","Yes","6/1/18",4,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-01",152,152,172,"156_2018",18,-0.783255993131785,0.184089389386777,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1641",156,2018,"22","04198EA35C",5757,"156_2018_04198EA35C",54759,"2","04198EA35C","04198E700D","Yes","6/1/18",4,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-01",152,152,172,"156_2018",18,-0.783255993131785,0.184089389386777,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1642",156,2018,"222","04198E5932",5687,"156_2018_04198E5932",54783,"22","04198E5932","04186E9934","Yes","5/29/18",7,FALSE,24336,"Control_Control",63,"Ithaca","2018-05-29",149,149,169,"156_2018",18,-0.783255993131785,0.18646428793673,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1643",156,2018,"222","04198E5932",5687,"156_2018_04198E5932",54783,"22","04198E5932","04186E9934","Yes","5/29/18",7,FALSE,24336,"Control_Control",63,"Ithaca","2018-05-29",149,149,169,"156_2018",18,-0.783255993131785,0.18646428793673,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1644",156,2018,"230","0419597161",5577,"156_2018_0419597161",54787,"30","0419597161","04198E8CDF","Yes","6/2/18",3,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-02",153,153,173,"156_2018",18,-0.783255993131785,0.186860104361722,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1645",156,2018,"230","0419597161",5577,"156_2018_0419597161",54787,"30","0419597161","04198E8CDF","Yes","6/2/18",3,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-02",153,153,173,"156_2018",18,-0.783255993131785,0.186860104361722,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1646",156,2018,"232","04198E788C",5727,"156_2018_04198E788C",45783,"32","04198E788C","#N/A","Yes","6/1/18",4,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-01",152,152,172,"156_2018",18,-0.783255993131785,-0.704122668295584,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1647",156,2018,"232","04198E788C",5727,"156_2018_04198E788C",45783,"32","04198E788C","#N/A","Yes","6/1/18",4,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-01",152,152,172,"156_2018",18,-0.783255993131785,-0.704122668295584,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1648",156,2018,"238","04198E1000",5627,"156_2018_04198E1000",55065,"38","04198E1000","041868F39C","Yes","5/31/18",5,FALSE,24336,"Control_Control",63,"Ithaca","2018-05-31",151,151,171,"156_2018",18,-0.783255993131785,0.214369345898676,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1649",156,2018,"238","04198E1000",5627,"156_2018_04198E1000",55065,"38","04198E1000","041868F39C","Yes","5/31/18",5,FALSE,24336,"Control_Control",63,"Ithaca","2018-05-31",151,151,171,"156_2018",18,-0.783255993131785,0.214369345898676,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1650",156,2018,"245","04198E6347",5697,"156_2018_04198E6347",53779,"45","04198E6347","#N/A","Yes","6/4/18",1,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-04",155,155,175,"156_2018",18,-0.783255993131785,0.0871143652637031,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1651",156,2018,"245","04198E6347",5697,"156_2018_04198E6347",53779,"45","04198E6347","#N/A","Yes","6/4/18",1,FALSE,24336,"Control_Predator",63,"Ithaca","2018-06-04",155,155,175,"156_2018",18,-0.783255993131785,0.0871143652637031,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1652",156,2018,"251","04198E6369",5707,"156_2018_04198E6369",51736,"51","04198E6369","04198E9F11","Yes","5/30/18",6,FALSE,24336,"Control_Predator",63,"Ithaca","2018-05-30",150,150,170,"156_2018",18,-0.783255993131785,-0.115048873801032,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1653",156,2018,"251","04198E6369",5707,"156_2018_04198E6369",51736,"51","04198E6369","04198E9F11","Yes","5/30/18",6,FALSE,24336,"Control_Predator",63,"Ithaca","2018-05-30",150,150,170,"156_2018",18,-0.783255993131785,-0.115048873801032,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1654",156,2018,"268","04198E1F9C",5657,"156_2018_04198E1F9C",53983,"68","04198E1F9C","04198E7C2B","Yes","5/29/18",7,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-29",149,149,169,"156_2018",18,-0.783255993131785,0.107301002938302,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1655",156,2018,"268","04198E1F9C",5657,"156_2018_04198E1F9C",53983,"68","04198E1F9C","04198E7C2B","Yes","5/29/18",7,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-29",149,149,169,"156_2018",18,-0.783255993131785,0.107301002938302,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1656",156,2018,"286","04198E7C3B",5747,"156_2018_04198E7C3B",54904,"86","04198E7C3B","04198EAC43","Yes","5/31/18",5,FALSE,24336,"Control_Predator",63,"Ithaca","2018-05-31",151,151,171,"156_2018",18,-0.783255993131785,0.198437734792742,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1657",156,2018,"286","04198E7C3B",5747,"156_2018_04198E7C3B",54904,"86","04198E7C3B","04198EAC43","Yes","5/31/18",5,FALSE,24336,"Control_Predator",63,"Ithaca","2018-05-31",151,151,171,"156_2018",18,-0.783255993131785,0.198437734792742,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1658",156,2018,"461","04198E2053",5667,"156_2018_04198E2053",52888,"61","04198E2053","04198E36D1","Yes","5/30/18",6,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-30",150,150,170,"156_2018",18,-0.783255993131785,-0.00105374340329604,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1659",156,2018,"461","04198E2053",5667,"156_2018_04198E2053",52888,"61","04198E2053","04198E36D1","Yes","5/30/18",6,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-30",150,150,170,"156_2018",18,-0.783255993131785,-0.00105374340329604,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1660",156,2018,"463","0419596D99",5567,"156_2018_0419596D99",51958,"63","0419596D99","041917D33E","Yes","5/30/18",6,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-30",150,150,170,"156_2018",18,-0.783255993131785,-0.0930810622139686,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1661",156,2018,"463","0419596D99",5567,"156_2018_0419596D99",51958,"63","0419596D99","041917D33E","Yes","5/30/18",6,FALSE,24336,"Control_Stress",63,"Ithaca","2018-05-30",150,150,170,"156_2018",18,-0.783255993131785,-0.0930810622139686,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1662",156,2018,"490","04198E1AE1",5637,"156_2018_04198E1AE1",52545,"90","04198E1AE1","04198E5371","Yes","6/4/18",1,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-04",155,155,175,"156_2018",18,-0.783255993131785,-0.034995001846372,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1663",156,2018,"490","04198E1AE1",5637,"156_2018_04198E1AE1",52545,"90","04198E1AE1","04198E5371","Yes","6/4/18",1,FALSE,24336,"Control_Control",63,"Ithaca","2018-06-04",155,155,175,"156_2018",18,-0.783255993131785,-0.034995001846372,0.92,0.92,13482300,13430640,13412100,13466280,13498140,31860,-51660,"rise",15840
"1664",156,2019,"1_47","04195A3909",5767,"156_2019_04195A3909",53709,"47","04195A3909","04195A3D53","Yes","6/4/19",1,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-04",155,155,175,"156_2019",19,-0.783255993131785,0.0801875778263407,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1665",156,2019,"1_47","04195A3909",5767,"156_2019_04195A3909",53709,"47","04195A3909","04195A3D53","Yes","6/4/19",1,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-04",155,155,175,"156_2019",19,-0.783255993131785,0.0801875778263407,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1666",156,2019,"1_47","04195A3909",5767,"156_2019_04195A3909",53709,"47","04195A3909","04195A3D53","Yes","6/4/19",1,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-04",155,155,175,"156_2019",19,-0.783255993131785,0.0801875778263407,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1667",156,2019,"1_81","04198E3A62",5787,"156_2019_04198E3A62",54907,"81","04198E3A62","04195A2012","Yes","6/4/19",1,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-04",155,155,175,"156_2019",19,-0.783255993131785,0.198734597111487,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1668",156,2019,"1_81","04198E3A62",5787,"156_2019_04198E3A62",54907,"81","04198E3A62","04195A2012","Yes","6/4/19",1,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-04",155,155,175,"156_2019",19,-0.783255993131785,0.198734597111487,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1669",156,2019,"1_81","04198E3A62",5787,"156_2019_04198E3A62",54907,"81","04198E3A62","04195A2012","Yes","6/4/19",1,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-04",155,155,175,"156_2019",19,-0.783255993131785,0.198734597111487,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1670",156,2019,"2_103","04198E21F5",5777,"156_2019_04198E21F5",55204,"103","04198E21F5","04198EAB87","Yes","5/29/19",7,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-05-29",149,149,169,"156_2019",19,-0.783255993131785,0.228123966667153,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1671",156,2019,"2_103","04198E21F5",5777,"156_2019_04198E21F5",55204,"103","04198E21F5","04198EAB87","Yes","5/29/19",7,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-05-29",149,149,169,"156_2019",19,-0.783255993131785,0.228123966667153,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1672",156,2019,"2_103","04198E21F5",5777,"156_2019_04198E21F5",55204,"103","04198E21F5","04198EAB87","Yes","5/29/19",7,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-05-29",149,149,169,"156_2019",19,-0.783255993131785,0.228123966667153,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1673",156,2019,"2_120","04198E8206",5807,"156_2019_04198E8206",56012,"120","04198E8206","04198EA364","Yes","6/1/19",4,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-01",152,152,172,"156_2019",19,-0.783255993131785,0.308078884515565,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1674",156,2019,"2_120","04198E8206",5807,"156_2019_04198E8206",56012,"120","04198E8206","04198EA364","Yes","6/1/19",4,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-01",152,152,172,"156_2019",19,-0.783255993131785,0.308078884515565,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1675",156,2019,"2_120","04198E8206",5807,"156_2019_04198E8206",56012,"120","04198E8206","04198EA364","Yes","6/1/19",4,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-01",152,152,172,"156_2019",19,-0.783255993131785,0.308078884515565,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1676",156,2019,"2_20","04198E48F8",5797,"156_2019_04198E48F8",52909,"20","04198E48F8","0419AE930E","Yes","6/1/19",4,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-01",152,152,172,"156_2019",19,-0.783255993131785,0.00102429282791269,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1677",156,2019,"2_20","04198E48F8",5797,"156_2019_04198E48F8",52909,"20","04198E48F8","0419AE930E","Yes","6/1/19",4,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-01",152,152,172,"156_2019",19,-0.783255993131785,0.00102429282791269,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1678",156,2019,"2_20","04198E48F8",5797,"156_2019_04198E48F8",52909,"20","04198E48F8","0419AE930E","Yes","6/1/19",4,FALSE,24336,"Control_Control",99.5,"Ithaca","2019-06-01",152,152,172,"156_2019",19,-0.783255993131785,0.00102429282791269,0.34,0.34,13415820,13471440,13443540,13466280,13498140,31860,55620,"set",5160
"1679",157,2015,"21","041917C439",6167,"157_2015_041917C439",57093,"1","041917C439","04186ED001","Yes","6/3/15",3,FALSE,24649,"Control",84.3,"Ithaca","2015-06-03",154,154,174,"157_2015",15,-0.673437039364546,0.415048273369691,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1680",157,2015,"21","041917C439",6167,"157_2015_041917C439",57093,"1","041917C439","04186ED001","Yes","6/3/15",3,FALSE,24649,"Control",84.3,"Ithaca","2015-06-03",154,154,174,"157_2015",15,-0.673437039364546,0.415048273369691,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1681",157,2015,"2104","041894614B",6117,"157_2015_041894614B",57151,"104","041894614B","04186EA049","Yes","5/25/15",12,FALSE,24649,"Control",84.3,"Ithaca","2015-05-25",145,145,165,"157_2015",15,-0.673437039364546,0.420787611532077,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1682",157,2015,"2104","041894614B",6117,"157_2015_041894614B",57151,"104","041894614B","04186EA049","Yes","5/25/15",12,FALSE,24649,"Control",84.3,"Ithaca","2015-05-25",145,145,165,"157_2015",15,-0.673437039364546,0.420787611532077,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1683",157,2015,"2106","041868F0B6",5867,"157_2015_041868F0B6",56752,"106","041868F0B6","04186EDC22","Yes","6/1/15",5,FALSE,24649,"Control",84.3,"Ithaca","2015-06-01",152,152,172,"157_2015",15,-0.673437039364546,0.381304923139111,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1684",157,2015,"2106","041868F0B6",5867,"157_2015_041868F0B6",56752,"106","041868F0B6","04186EDC22","Yes","6/1/15",5,FALSE,24649,"Control",84.3,"Ithaca","2015-06-01",152,152,172,"157_2015",15,-0.673437039364546,0.381304923139111,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1685",157,2015,"2109","04186EA0E2",5927,"157_2015_04186EA0E2",55660,"109","04186EA0E2","041868DED0","Yes","6/4/15",2,FALSE,24649,"Low",84.3,"Ithaca","2015-06-04",155,155,175,"157_2015",15,-0.673437039364546,0.273247039116257,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1686",157,2015,"2109","04186EA0E2",5927,"157_2015_04186EA0E2",55660,"109","04186EA0E2","041868DED0","Yes","6/4/15",2,FALSE,24649,"Low",84.3,"Ithaca","2015-06-04",155,155,175,"157_2015",15,-0.673437039364546,0.273247039116257,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1687",157,2015,"211","0418944A22",6077,"157_2015_0418944A22",56709,"11","0418944A22","0418942581","Yes","5/27/15",10,FALSE,24649,"High",84.3,"Ithaca","2015-05-27",147,147,167,"157_2015",15,-0.673437039364546,0.377049896570446,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1688",157,2015,"211","0418944A22",6077,"157_2015_0418944A22",56709,"11","0418944A22","0418942581","Yes","5/27/15",10,FALSE,24649,"High",84.3,"Ithaca","2015-05-27",147,147,167,"157_2015",15,-0.673437039364546,0.377049896570446,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
"1689",157,2015,"2111","041894557D",6097,"157_2015_041894557D",57109,"111","041894557D","041868C602","Yes","5/29/15",8,FALSE,24649,"Long",84.3,"Ithaca","2015-05-29",149,149,169,"157_2015",15,-0.673437039364546,0.41663153906966,0.5,0.5,13561740,13509000,13580400,13552740,13584540,31800,-52740,"rise",22800
