"","JDate","Year","unitbox","RFID","X","Dayyearbird","totalTime","Nest","FemaleRFID","MaleRFID","focal","HatchDate","Offset","Sex","JDateSq","treatment","Illumination","Location","HD","HD_Jdate","HDJ","FD","Dayyear","cloud","Sky.Cov.y","Sc.totalTime","moonrise_c","moonset_c","merid_c","sunset_c","sunrise_c","nightlength","moonlength","rise_set_later","brightnight"
"1173",160,2015,"2106","04186EDC22",4719,"160_2015_04186EDC22",54990,"106","041868F0B6","04186EDC22","Yes","6/1/15",8,"M",25600,"Control",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.425287898104318,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1174",160,2015,"2109","041868DED0",4609,"160_2015_041868DED0",53759,"109","04186EA0E2","041868DED0","Yes","6/4/15",5,"M",25600,"Low",52.4,"Ithaca","2015-06-04",155,155,175,"160_2015",0.72,0.72,0.324816909224287,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1175",160,2015,"2109","041868DED0",4609,"160_2015_041868DED0",53759,"109","04186EA0E2","041868DED0","Yes","6/4/15",5,"M",25600,"Low",52.4,"Ithaca","2015-06-04",155,155,175,"160_2015",0.72,0.72,0.324816909224287,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1176",160,2015,"2109","041868DED0",4609,"160_2015_041868DED0",53759,"109","04186EA0E2","041868DED0","Yes","6/4/15",5,"M",25600,"Low",52.4,"Ithaca","2015-06-04",155,155,175,"160_2015",0.72,0.72,0.324816909224287,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1177",160,2015,"211","0418942581",4739,"160_2015_0418942581",55581,"11","0418944A22","0418942581","Yes","5/27/15",13,"M",25600,"High",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.473523766851758,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1178",160,2015,"211","0418942581",4739,"160_2015_0418942581",55581,"11","0418944A22","0418942581","Yes","5/27/15",13,"M",25600,"High",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.473523766851758,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1179",160,2015,"211","0418942581",4739,"160_2015_0418942581",55581,"11","0418944A22","0418942581","Yes","5/27/15",13,"M",25600,"High",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.473523766851758,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1180",160,2015,"2111","041868C602",4569,"160_2015_041868C602",55553,"111","041894557D","041868C602","Yes","5/29/15",11,"M",25600,"Long",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.471238480345957,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1181",160,2015,"2111","041868C602",4569,"160_2015_041868C602",55553,"111","041894557D","041868C602","Yes","5/29/15",11,"M",25600,"Long",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.471238480345957,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1182",160,2015,"2111","041868C602",4569,"160_2015_041868C602",55553,"111","041894557D","041868C602","Yes","5/29/15",11,"M",25600,"Long",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.471238480345957,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1183",160,2015,"2118","04186EDC1F",4709,"160_2015_04186EDC1F",54590,"118","0418946F4E","04186EDC1F","Yes","5/30/15",10,"M",25600,"High",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.392640948021449,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1184",160,2015,"2118","04186EDC1F",4709,"160_2015_04186EDC1F",54590,"118","0418946F4E","04186EDC1F","Yes","5/30/15",10,"M",25600,"High",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.392640948021449,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1185",160,2015,"2118","04186EDC1F",4709,"160_2015_04186EDC1F",54590,"118","0418946F4E","04186EDC1F","Yes","5/30/15",10,"M",25600,"High",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.392640948021449,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1186",160,2015,"2122","04186ED0B4",4699,"160_2015_04186ED0B4",55591,"122","0419179F46","04186ED0B4","Yes","6/3/15",6,"M",25600,"Low",52.4,"Ithaca","2015-06-03",154,154,174,"160_2015",0.72,0.72,0.474339940603829,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1187",160,2015,"2122","04186ED0B4",4699,"160_2015_04186ED0B4",55591,"122","0419179F46","04186ED0B4","Yes","6/3/15",6,"M",25600,"Low",52.4,"Ithaca","2015-06-03",154,154,174,"160_2015",0.72,0.72,0.474339940603829,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1188",160,2015,"2122","04186ED0B4",4699,"160_2015_04186ED0B4",55591,"122","0419179F46","04186ED0B4","Yes","6/3/15",6,"M",25600,"Low",52.4,"Ithaca","2015-06-03",154,154,174,"160_2015",0.72,0.72,0.474339940603829,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1189",160,2015,"214","0418946B5D",4779,"160_2015_0418946B5D",55632,"14","04186EC42E","0418946B5D","Yes","5/28/15",12,"M",25600,"High",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.477686252987324,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1190",160,2015,"214","0418946B5D",4779,"160_2015_0418946B5D",55632,"14","04186EC42E","0418946B5D","Yes","5/28/15",12,"M",25600,"High",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.477686252987324,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1191",160,2015,"214","0418946B5D",4779,"160_2015_0418946B5D",55632,"14","04186EC42E","0418946B5D","Yes","5/28/15",12,"M",25600,"High",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.477686252987324,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1192",160,2015,"223","04186EC024",4679,"160_2015_04186EC024",55414,"23","04186E8BCC","04186EC024","Yes","6/1/15",8,"M",25600,"DMSO",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.45989366519216,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1193",160,2015,"223","04186EC024",4679,"160_2015_04186EC024",55414,"23","04186E8BCC","04186EC024","Yes","6/1/15",8,"M",25600,"DMSO",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.45989366519216,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1194",160,2015,"223","04186EC024",4679,"160_2015_04186EC024",55414,"23","04186E8BCC","04186EC024","Yes","6/1/15",8,"M",25600,"DMSO",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.45989366519216,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1195",160,2015,"224","041894311B",4749,"160_2015_041894311B",55743,"24","04186EA235","041894311B","Yes","5/30/15",10,"M",25600,"High",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.48674578163532,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1196",160,2015,"224","041894311B",4749,"160_2015_041894311B",55743,"24","04186EA235","041894311B","Yes","5/30/15",10,"M",25600,"High",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.48674578163532,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1197",160,2015,"224","041894311B",4749,"160_2015_041894311B",55743,"24","04186EA235","041894311B","Yes","5/30/15",10,"M",25600,"High",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.48674578163532,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1198",160,2015,"225","04186EB852",4669,"160_2015_04186EB852",55791,"25","0417F908FC","04186EB852","Yes","5/31/15",9,"M",25600,"Control",52.4,"Ithaca","2015-05-31",151,151,171,"160_2015",0.72,0.72,0.490663415645264,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1199",160,2015,"225","04186EB852",4669,"160_2015_04186EB852",55791,"25","0417F908FC","04186EB852","Yes","5/31/15",9,"M",25600,"Control",52.4,"Ithaca","2015-05-31",151,151,171,"160_2015",0.72,0.72,0.490663415645264,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1200",160,2015,"225","04186EB852",4669,"160_2015_04186EB852",55791,"25","0417F908FC","04186EB852","Yes","5/31/15",9,"M",25600,"Control",52.4,"Ithaca","2015-05-31",151,151,171,"160_2015",0.72,0.72,0.490663415645264,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1201",160,2015,"227","04189458E9",4759,"160_2015_04189458E9",55822,"27","0418943B12","04189458E9","Yes","5/29/15",11,"M",25600,"Low",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.493193554276687,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1202",160,2015,"227","04189458E9",4759,"160_2015_04189458E9",55822,"27","0418943B12","04189458E9","Yes","5/29/15",11,"M",25600,"Low",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.493193554276687,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1203",160,2015,"227","04189458E9",4759,"160_2015_04189458E9",55822,"27","0418943B12","04189458E9","Yes","5/29/15",11,"M",25600,"Low",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.493193554276687,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1204",160,2015,"228","041793662F",4539,"160_2015_041793662F",56071,"28","04186EB480","041793662F","Yes","5/28/15",12,"M",25600,"Control",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.513516280703273,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1205",160,2015,"228","041793662F",4539,"160_2015_041793662F",56071,"28","04186EB480","041793662F","Yes","5/28/15",12,"M",25600,"Control",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.513516280703273,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1206",160,2015,"228","041793662F",4539,"160_2015_041793662F",56071,"28","04186EB480","041793662F","Yes","5/28/15",12,"M",25600,"Control",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.513516280703273,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1207",160,2015,"230","04186EB64A",4659,"160_2015_04186EB64A",55615,"30","04186E911F","04186EB64A","Yes","6/1/15",8,"M",25600,"High",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.476298757608802,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1208",160,2015,"230","04186EB64A",4659,"160_2015_04186EB64A",55615,"30","04186E911F","04186EB64A","Yes","6/1/15",8,"M",25600,"High",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.476298757608802,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1209",160,2015,"230","04186EB64A",4659,"160_2015_04186EB64A",55615,"30","04186E911F","04186EB64A","Yes","6/1/15",8,"M",25600,"High",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.476298757608802,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1210",160,2015,"234","0417F8D3A0",4549,"160_2015_0417F8D3A0",55416,"34","04186EC5DA","0417F8D3A0","Yes","5/30/15",10,"M",25600,"Long",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.460056899942574,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1211",160,2015,"234","0417F8D3A0",4549,"160_2015_0417F8D3A0",55416,"34","04186EC5DA","0417F8D3A0","Yes","5/30/15",10,"M",25600,"Long",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.460056899942574,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1212",160,2015,"234","0417F8D3A0",4549,"160_2015_0417F8D3A0",55416,"34","04186EC5DA","0417F8D3A0","Yes","5/30/15",10,"M",25600,"Long",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.460056899942574,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1213",160,2015,"238","041868F39C",4619,"160_2015_041868F39C",54804,"38","0417939A3D","041868F39C","Yes","5/28/15",12,"M",25600,"Control",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.410107066315784,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1214",160,2015,"238","041868F39C",4619,"160_2015_041868F39C",54804,"38","0417939A3D","041868F39C","Yes","5/28/15",12,"M",25600,"Control",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.410107066315784,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1215",160,2015,"238","041868F39C",4619,"160_2015_041868F39C",54804,"38","0417939A3D","041868F39C","Yes","5/28/15",12,"M",25600,"Control",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.410107066315784,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1216",160,2015,"243","041894677A",4769,"160_2015_041894677A",55371,"43","04186ECD76","041894677A","Yes","5/30/15",10,"M",25600,"Low",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.456384118058251,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1217",160,2015,"243","041894677A",4769,"160_2015_041894677A",55371,"43","04186ECD76","041894677A","Yes","5/30/15",10,"M",25600,"Low",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.456384118058251,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1218",160,2015,"243","041894677A",4769,"160_2015_041894677A",55371,"43","04186ECD76","041894677A","Yes","5/30/15",10,"M",25600,"Low",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.456384118058251,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1219",160,2015,"248","041868DD5F",4599,"160_2015_041868DD5F",56028,"48","0418944F2B","041868DD5F","Yes","5/30/15",10,"M",25600,"Long",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.510006733569364,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1220",160,2015,"248","041868DD5F",4599,"160_2015_041868DD5F",56028,"48","0418944F2B","041868DD5F","Yes","5/30/15",10,"M",25600,"Long",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.510006733569364,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1221",160,2015,"248","041868DD5F",4599,"160_2015_041868DD5F",56028,"48","0418944F2B","041868DD5F","Yes","5/30/15",10,"M",25600,"Long",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.510006733569364,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1222",160,2015,"249","04186EAF18",4639,"160_2015_04186EAF18",55678,"49","0418946C8B","04186EAF18","Yes","5/29/15",11,"M",25600,"DMSO",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.481440652246854,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1223",160,2015,"249","04186EAF18",4639,"160_2015_04186EAF18",55678,"49","0418946C8B","04186EAF18","Yes","5/29/15",11,"M",25600,"DMSO",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.481440652246854,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1224",160,2015,"249","04186EAF18",4639,"160_2015_04186EAF18",55678,"49","0418946C8B","04186EAF18","Yes","5/29/15",11,"M",25600,"DMSO",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.481440652246854,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1225",160,2015,"257","041917AA74",4809,"160_2015_041917AA74",53766,"57","04189461DA","041917AA74","Yes","5/30/15",10,"M",25600,"DMSO",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.325388230850737,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1226",160,2015,"257","041917AA74",4809,"160_2015_041917AA74",53766,"57","04189461DA","041917AA74","Yes","5/30/15",10,"M",25600,"DMSO",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.325388230850737,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1227",160,2015,"257","041917AA74",4809,"160_2015_041917AA74",53766,"57","04189461DA","041917AA74","Yes","5/30/15",10,"M",25600,"DMSO",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.325388230850737,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1228",160,2015,"265","04189423AE",4729,"160_2015_04189423AE",55549,"65","0417937522","04189423AE","Yes","5/27/15",13,"M",25600,"Long",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.470912010845128,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1229",160,2015,"265","04189423AE",4729,"160_2015_04189423AE",55549,"65","0417937522","04189423AE","Yes","5/27/15",13,"M",25600,"Long",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.470912010845128,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1230",160,2015,"265","04189423AE",4729,"160_2015_04189423AE",55549,"65","0417937522","04189423AE","Yes","5/27/15",13,"M",25600,"Long",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.470912010845128,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1231",160,2015,"273","0419179FEC",4789,"160_2015_0419179FEC",55831,"73","04186ED2D1","0419179FEC","Yes","5/28/15",12,"M",25600,"Low",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.493928110653551,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1232",160,2015,"273","0419179FEC",4789,"160_2015_0419179FEC",55831,"73","04186ED2D1","0419179FEC","Yes","5/28/15",12,"M",25600,"Low",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.493928110653551,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1233",160,2015,"273","0419179FEC",4789,"160_2015_0419179FEC",55831,"73","04186ED2D1","0419179FEC","Yes","5/28/15",12,"M",25600,"Low",52.4,"Ithaca","2015-05-28",148,148,168,"160_2015",0.72,0.72,0.493928110653551,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1234",160,2015,"277","041868D041",4579,"160_2015_041868D041",55423,"77","04186EB240","041868D041","Yes","5/27/15",13,"M",25600,"DMSO",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.460628221569024,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1235",160,2015,"277","041868D041",4579,"160_2015_041868D041",55423,"77","04186EB240","041868D041","Yes","5/27/15",13,"M",25600,"DMSO",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.460628221569024,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1236",160,2015,"277","041868D041",4579,"160_2015_041868D041",55423,"77","04186EB240","041868D041","Yes","5/27/15",13,"M",25600,"DMSO",52.4,"Ithaca","2015-05-27",147,147,167,"160_2015",0.72,0.72,0.460628221569024,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1237",160,2015,"278","041868D6F6",4589,"160_2015_041868D6F6",54446,"78","04186EA08B","041868D6F6","Yes","6/4/15",5,"M",25600,"Low",52.4,"Ithaca","2015-06-04",155,155,175,"160_2015",0.72,0.72,0.380888045991616,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1238",160,2015,"278","041868D6F6",4589,"160_2015_041868D6F6",54446,"78","04186EA08B","041868D6F6","Yes","6/4/15",5,"M",25600,"Low",52.4,"Ithaca","2015-06-04",155,155,175,"160_2015",0.72,0.72,0.380888045991616,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1239",160,2015,"278","041868D6F6",4589,"160_2015_041868D6F6",54446,"78","04186EA08B","041868D6F6","Yes","6/4/15",5,"M",25600,"Low",52.4,"Ithaca","2015-06-04",155,155,175,"160_2015",0.72,0.72,0.380888045991616,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1240",160,2015,"285","041868BD7F",4559,"160_2015_041868BD7F",55619,"85","0418945F71","041868BD7F","Yes","5/29/15",11,"M",25600,"Low",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.47662522710963,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1241",160,2015,"285","041868BD7F",4559,"160_2015_041868BD7F",55619,"85","0418945F71","041868BD7F","Yes","5/29/15",11,"M",25600,"Low",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.47662522710963,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1242",160,2015,"285","041868BD7F",4559,"160_2015_041868BD7F",55619,"85","0418945F71","041868BD7F","Yes","5/29/15",11,"M",25600,"Low",52.4,"Ithaca","2015-05-29",149,149,169,"160_2015",0.72,0.72,0.47662522710963,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1243",160,2015,"294","041917A4C1",4799,"160_2015_041917A4C1",55277,"94","041917CDC2","041917A4C1","Yes","6/1/15",8,"M",25600,"Low",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.448712084788777,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1244",160,2015,"294","041917A4C1",4799,"160_2015_041917A4C1",55277,"94","041917CDC2","041917A4C1","Yes","6/1/15",8,"M",25600,"Low",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.448712084788777,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1245",160,2015,"294","041917A4C1",4799,"160_2015_041917A4C1",55277,"94","041917CDC2","041917A4C1","Yes","6/1/15",8,"M",25600,"Low",52.4,"Ithaca","2015-06-01",152,152,172,"160_2015",0.72,0.72,0.448712084788777,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1246",160,2015,"295","04186EB588",4649,"160_2015_04186EB588",55295,"95","04186EDF12","04186EB588","Yes","5/30/15",10,"M",25600,"Control",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.450181197542506,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1247",160,2015,"295","04186EB588",4649,"160_2015_04186EB588",55295,"95","04186EDF12","04186EB588","Yes","5/30/15",10,"M",25600,"Control",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.450181197542506,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1248",160,2015,"295","04186EB588",4649,"160_2015_04186EB588",55295,"95","04186EDF12","04186EB588","Yes","5/30/15",10,"M",25600,"Control",52.4,"Ithaca","2015-05-30",150,150,170,"160_2015",0.72,0.72,0.450181197542506,13828020,13780320,13759680,13812060,13843680,31620,-47700,"rise",15660
"1249",160,2016,"2103","0418941B5C",4909,"160_2016_0418941B5C",49733,"103","041868E6D5","0418941B5C","Yes","5/27/16",8,"M",25600,"DMSO",26.5,"Ithaca","2016-05-27",148,148,168,"160_2016",0.57,0.57,-0.00377464335979421,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1250",160,2016,"2103","0418941B5C",4909,"160_2016_0418941B5C",49733,"103","041868E6D5","0418941B5C","Yes","5/27/16",8,"M",25600,"DMSO",26.5,"Ithaca","2016-05-27",148,148,168,"160_2016",0.57,0.57,-0.00377464335979421,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1251",160,2016,"2103","0418941B5C",4909,"160_2016_0418941B5C",49733,"103","041868E6D5","0418941B5C","Yes","5/27/16",8,"M",25600,"DMSO",26.5,"Ithaca","2016-05-27",148,148,168,"160_2016",0.57,0.57,-0.00377464335979421,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1252",160,2016,"2103","0418941B5C",4909,"160_2016_0418941B5C",49733,"103","041868E6D5","0418941B5C","Yes","5/27/16",8,"M",25600,"DMSO",26.5,"Ithaca","2016-05-27",148,148,168,"160_2016",0.57,0.57,-0.00377464335979421,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1253",160,2016,"2105","04186EA049",4869,"160_2016_04186EA049",7315,"105","041917B272","04186EA049","Yes","5/29/16",8,"M",25600,"Predator",26.5,"Ithaca","2016-05-29",150,150,170,"160_2016",0.57,0.57,-3.46582046489769,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1254",160,2016,"2105","04186EA049",4869,"160_2016_04186EA049",7315,"105","041917B272","04186EA049","Yes","5/29/16",8,"M",25600,"Predator",26.5,"Ithaca","2016-05-29",150,150,170,"160_2016",0.57,0.57,-3.46582046489769,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1255",160,2016,"2105","04186EA049",4869,"160_2016_04186EA049",7315,"105","041917B272","04186EA049","Yes","5/29/16",8,"M",25600,"Predator",26.5,"Ithaca","2016-05-29",150,150,170,"160_2016",0.57,0.57,-3.46582046489769,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1256",160,2016,"2105","04186EA049",4869,"160_2016_04186EA049",7315,"105","041917B272","04186EA049","Yes","5/29/16",8,"M",25600,"Predator",26.5,"Ithaca","2016-05-29",150,150,170,"160_2016",0.57,0.57,-3.46582046489769,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1257",160,2016,"2107","041917B6B6",4969,"160_2016_041917B6B6",31541,"107","041917B270","041917B6B6","Yes","5/30/16",7,"M",25600,"Predator",26.5,"Ithaca","2016-05-30",151,151,171,"160_2016",0.57,0.57,-1.4885579331287,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1258",160,2016,"2107","041917B6B6",4969,"160_2016_041917B6B6",31541,"107","041917B270","041917B6B6","Yes","5/30/16",7,"M",25600,"Predator",26.5,"Ithaca","2016-05-30",151,151,171,"160_2016",0.57,0.57,-1.4885579331287,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1259",160,2016,"2107","041917B6B6",4969,"160_2016_041917B6B6",31541,"107","041917B270","041917B6B6","Yes","5/30/16",7,"M",25600,"Predator",26.5,"Ithaca","2016-05-30",151,151,171,"160_2016",0.57,0.57,-1.4885579331287,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
"1260",160,2016,"2107","041917B6B6",4969,"160_2016_041917B6B6",31541,"107","041917B270","041917B6B6","Yes","5/30/16",7,"M",25600,"Predator",26.5,"Ithaca","2016-05-30",151,151,171,"160_2016",0.57,0.57,-1.4885579331287,13767240,13820280,13793880,13812000,13843680,31680,53040,"set",8280
